label	text
0	МТС эмас УМС! http://t.co/xRBCoEbWHO
0	"вчера я сказал,что сегодня я пойду гулять,схожу в ""Билайн"
1	Клиенты «МегаФона» будут получать «Бонус за автоплатеж»  до конца года
-1	Короче, пришлось уехать с дачи, чтобы найти зону приема помойки @megafonru. И погрузиться в цирк дебилов из справочной службы по телефону.
-1	Внутренний портал Ростелекома для сотрудников - адская версия Лайвлиба. Никогда не найдешь то, что нужно, и вообще непонятно, где искать.
-1	"А спонсор этого твита - билайн
Билайн - срал я на вашу передачу данных в Перово"
0	билайн брянск торрент http://t.co/w1mbnC9Z4z
-1	#RT Друзья, у вас билайн щас работает?
-1	я навероне в мегафоне всем надоела уже. щас опять поцду, интернет не работает :////
-1	Ростелеком - Ограниченный доступ: Постоянно выключается Wi-Fi. Приходится переподключаться и через 4-5 минут. ... http://t.co/vS2rflWDJv
-1	Операторы заняли забавную позицию - якобы мы не правы, но при этом тот же Мегафон даже не проводил подобных мониторингов...
-1	"Лох ошибочно закинул деньги на мой ""дремлющий"" #МТС. Абонентку МТС с меня тут же списал, теперь лоху весь платеж вернет, меня в минус (("
-1	"Новый российский оператор ""К-Телеком"" будет работать в Крыму на частотах МТС"
0	@abogachev, сумма была уменьшена в соответствии с сумой расходов по номеру. ^РА #МТС
1	RT @Life4Beerfenu: МТС возвращается в Узбекистан после двух лет отсутствия
-1	@megafonru восьмой час не могу подключится и мобильному интернету!!! В последние время стало ужасное обслуживание!!!
0	Медведев: в Крыму начал работать российский сотовый оператор К-Телеком #Apple #Мегафон
0	@Mr_Waff1es Павел, здравствуйте! Обязательно учтем Ваши комментарии в работе. #билайн
-1	Ну жена, отправила смс, чтобы узнать как правильно питаться, дочь для определения айкью) и сразу одна должна мтс 900 руб, а другая 400.
0	Экскурсию проводим (@ Офис МТС w/ 8 others) [pic
-1	RT @MegaFon_SZ_Help: @nnikiforov Приносим свои извинения за дост.неудобства.Реком.сост.заявку техн.спец.,отправьте запрос на nw-service@meg…
-1	Конечно была в шоке и написала жалобу в МТС, но менеджеры ничем не утешили и все списали на мою невнимательность.
0	RT @Irika88: Настройка 3g модема ростелеком http://t.co/5B1Uv2qUlJ
0	я в Москве как-то видела как одна латышка устроила истерику в Билайне, когда узнала, что входящие бесплатно только с мобильних на мобильные!
0	Экскурсия в павильон Мегафона
-1	Мне всегда казалось, что рекламщики и маркетологов МТСа держат своих абонентов, в том числе потенциальных, за баранов.
0	Операторы мобильной связи Украины, такие как МТС и Киевстар, будут работать в Севастополе параллельно с российскими сотовыми компаниями. Об
-1	RT @DashaZhuuuuu: Мегафон сегодня идет на хуй
0	@Grajdansky @Mgfvolga_Help @megafonru не знаю как назвать, но надо ходить пешком :))
-1	@MegaFon_SZ_Help Это Вы мне уже 5й раз пишете. И я туда писал уже трижды. Как связаться с вашим руководством?
-1	"RT Часть клиентов ""Билайна"" осталась без связи из-за поломки сетевого оборудования на юге России, сообщил РИА ""Новост...  #Новости #2014"
0	Настройка интернет ростелеком на телефон http://t.co/syE9YaX9UZ
-1	@Beeline_RUS Однако, Вы искажаете факты. 31 июля Вы прислали опрос и сообщение, что, якобы, мне ответили. Но ответа не было! Почему?
1	«Билайн» запустил высокоскоростной интернет 4G в Абакане и Черногорске http://t.co/wS9G1FiVgh
0	RT @ilyaMedvedev: Настройка stb ростелеком http://t.co/mf9xK5gGqR
0	как насроить asus rt n10 ввцке на ростелеком http://t.co/T6VQXmD0yu
1	&amp;laquo;МегаФон&amp;raquo; объявляет о снижении цены на фирменный смартфон MegaFon Optima. Теперь приобрести современное и функциональное устрой
-1	гребанный мегафон!! ненавижу тебя
-1	здравствуйте!Где-нибудь в Севере ловит связь мтс или лайф?
-1	походу пора менять оператора. не могу терперь этот говно интернет от МТС 
0	"@Beeline_RUS Я живу в Волгограде и уезжаю в СПб на неделю. При подключении ""Моя страна"" мобильный интернет будет стоить так же, как дома?"
1	RT @samoxinaro32055: Ростелеком задействовал в Ереване цепь со скоростью в 40 Гб/с #событиявмире #TEAMFOLLOWBACK
-1	Мтс вообще охренел походу.какого хера у меня -60,только вчера 200 ложила
0	мегафон годовой отчет 2011 http://t.co/Y0AdRonw1G
0	«Ростелеком» – открытый чемпионат Махачкалы по пляжному футболу – стартовал в минувшие выходные в столице Дагестана, сообщили РИА «Дагестан
0	@katty_brunette Вот тут можно посмотреть стоимость интернета: http://t.co/P81ZggnseF, в роуминге будет такая же цена. #билайн
-1	Вот вы говорите, у МегаФона лучший мобильный интернет. Почему тогда у моего 3g скорость даже до 2 мбит/с не доходит?
0	#КурортыСеверногоКавказа #архызpark #кавказ #блогтур  #мегафон  #100skfo #7чудескавказа #ажск @ Нижний… http://t.co/VXr8I4PJw1
0	RT @24todaynetua: Команда Коломойского предлагает национализировать МТС и Киевстар http://t.co/p3beIAcVW9
1	МТС Украина продлевает сроки действия скидок на пользование 3G&amp;#8230;
1	@mersinvald у нас просто нормальный мтс 981, ну, эм...
-1	ДДААААААААА! БОЛЬШЕ АКУШИМЫ В ДММД! БОЛЬШЕ ПСИХА С МЕГАФОНОМ!
0	@brewerov @topspb_tv предлагаю @MegaFon_SZ взять меня оклад)
-1	"RT @AveDjema: В очереди в Алло тетка: ""мне нужно поменять номер с украинского МТС на российский киевстар""
Все логично, в прочем как всегда …"
1	«Мегафон» подключает своих клиентов к лучшему европейскому мобильному интернету
-1	Коннект Менеджер для свистков МТС наделёт таакой убогой локализацией на английский...
-1	"Ребята, если кто не в курсе, то с августа у Билайна наглым образом стала платной услуга ""Будь в курсе"". 0.5р/сутки.Проверьте в своих ЛК."
-1	#ВзаимныйФолловинг Можно подумать, только Ростелеком-Юг такие сволочи, а в остальных компаниях сервис на европейском уровне.
1	#N «Билайн» запустил LTE в Абакане и Черногорске
0	#sledui В Трекере GPS, в автономном подогревателе тож Мегафон.
0	Сегодня или завтра буду тестить скорость мтс на даче у меня
-1	опасается за свой бизнес в узбекистане российская компания мтс опасается за свой бизнес в узбекистане генеральная прокуратура страны
1	ВЭБ приобрел 4G-частоты для Ростелекома http://t.co/yolFptPFU2
0	Население Крыма купило 800 тыс. российских сим-карт #Apple #Мегафон
-1	Отключили мобильную связь МТС, остался газ и свет
0	RT @gen45000123: Настройка айпи тв ростелеком http://t.co/8MqzhKJRbC
1	5 августа в конференц-холле ИТ-парка пройдет открытая пресс-конференция, посвященная запуску сети 4G от «Билайн»
0	Как взять в кредит у megafon http://t.co/p8hymPzOuB
-1	"RT @voldemariRmotev: #МТС ""лежит"" уже 2 недели даже там, где нет боев. Все мои родственники и друзья из Луганска и области перешли на Киевс…"
0	http://t.co/Lqc7K8JhNn freeport ростелеком
1	Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия http://t.co/TLOyExrEsy
0	МТС реорганизует часть розничной сети
0	Мтс прошивка для ideos s7 http://t.co/IZvGyvEPdY
1	Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия
1	МТС вернется в Узбекистан в формате совместного предприятия
-1	"Вчера ночью у меня опять не работал интернет МтС.
До 1:00 чистили грибы, уже под конец я начала сходить с ума."
0	«Мегафон» подал иск против Минкомсвязи и Госкомиссии по радиочастотам
0	"RT @penke_inblas198: В августе компания 4G-интернета ""Скартел"", принадлежащая ""Мегафону"" и действующая на рынке под брендом Yota, начнет ок…"
0	RT @rostelecom_vlg: Дубна адресная книга http://t.co/99kB7ev10d
0	"Гендиректор ""Вымпелкома"" объяснил историю с белым Jaguar http://t.co/owNW3wfMPs"
0	RT @pr_podrabotka: #Krsk Старший специалист по маркетингу и рекламе бизнес сегмента (от 28 600 до 40 000 руб.), ВымпелКом http://t.co/FUvWu…
-1	"В Симферополе отключили МТС Украина.
Оператор говорит что в течении дня связь восстановиться."
-1	МТС не работает. Что может быть лучше ? и как звонить теперь, тем более сегодня так нужно..
-1	Таки доброе утро, сказал МТС и отключил всех украинских абонентов от сети в Крыму. #крымнаш
-1	МТС Украина все таки отключили в Крыму. Вот и аста лависта:)
0	Пополнение mts кредитные карты http://t.co/VXQYuH2Xkh
0	Портал SMOTRIEGE.RU будет работать в режиме просмотра архива Портал SMOTRIEGE.RU, специально созданный ОАО &amp;quot;Ростелеком&amp;quot;
1	Сотовый первопроходец из России ступил на крымскую землю #Apple #Мегафон
0	"RT @euromaidan: Команда Коломойского предлагает национализировать МТС и ""Киевстар"" 
http://t.co/LCTdRaN0JY"
-1	"«Контрактная коррупция» «Ростелекома»?
«Российская телекоммуникационная компания», по мнению э http://t.co/0UTLVJavTa http://t.co/vjk7alBRYg"
-1	"RT @morya4ka: #мтс умер. 
Умер? Ну и хуй с ним!!! 
Трррр"
0	@DashaSlesareva на теле2
0	"У Коломойского хотят национализировать «Киевстар» и «МТС». 

 Команда днепропетровского губернатора Игоря Кол"
-1	RT @A_Gasparyan: Украинский МТС все-таки оставил Крым без мобильной связи. Неприятно, но паники нет. У большинства крымчан уже есть росс. с…
0	"В Челябинске и Златоусте поменяли адреса центра продаж и обслуживания клиентов ""Ростелеком"""
-1	@saviik_shuster вместо одного вора-имбицила привели целую группу. А Мегафон молодцы, уже пора начинать что-то менять
-1	@Biclope у нас МТС не работает, киевстар вроде еще держится!
0	"У кого-то паранойя “@euromaidan: Команда Коломойского предлагает национализировать МТС и ""Киевстар"" 
http://t.co/FkdD2zZsNA”"
-1	Если бы это был переход от укр к росс МТС, то людям связь не обрывали. Возможно, это вариант изоляции от Украины, только вместо еды - связь.
-1	"Сегодня, 5 августа, как и было обещано, в Крыму, в частности, в Симферополе, перестал работать украинский мобильный оператор ""МТС-Украина""."
-1	"RT @sevilyakaraeva: МТС таки ""рубанули"". Неужто начинают выполнять обещания? #МТС #Крым"
0	Команда Коломойского предлагает национализировать МТС и  http://t.co/hOKcIKxkO9 с помощью @lb_ua
-1	RT @crimeainform: В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым – Полонский http://t.co/TG5oI0…
1	«Билайн» запустил LTE в Абакане и Черногорске http://t.co/zivosR20GM
0	Полезная информация для абонентов МТС в Крыму.  / Добавляй себе на стену, чтобы не потерять! /  / Сервисы МТ.. http://t.co/N2jC0Q0abc
-1	"МТС Украины, как и предполагали, отключен #Крым
http://t.co/gHzeA8i7TH http://t.co/5WtQmuJfyL"
0	"Узбекистан утвердил ""дорожную карту"" по созданию СП с МТС"
0	Узбекистан утвердил «дорожную карту» по созданию СП с МТС: Правительство Узбекистана утвердило условия и сроки... http://t.co/OS4TALuKIr
0	Узбекистан утвердил «дорожную карту» по созданию СП с МТС: Правительство Узбекистана утвердило условия и сроки... http://t.co/643I0I6Sa8
0	"У Коломойского хотят национализировать «Киевстар» и «МТС».

 Команда днепропетровского губернатора Игоря Коло"
0	Узбекистан утвердил «дорожную карту» по созданию СП с МТС
0	"Узбекистан утвердил ""дорожную карту"" по созданию СП с МТС: В соответствии с документом, работы по созданию СП Universal Mobile System..."
-1	@VMironenko25 У мегафона из-за кривого интервейса ПО и впихнутой туда рекламы даже баланс хрен проверишь. Вспомнилось.
-1	"RT @baba_yaga_blya_: ""@newsdaily_ukr: В Крыму отключили МТС-Украина http://t.co/fg576guw8g #україна""

пясьдёшь!,я сь йавонава иньтярнету ва…"
-1	В Крыму перестала работать связь «МТС-Украина»
-1	Мтс Украина отключили(( Переходим на Life
0	мтс 960 скачать http://t.co/RMjH75IW71
-1	"RT @knuckztve: 4 августа МТС «слышат впервые» про отключение связи в Крыму: http://t.co/lIIzmVGhNt 
5 августа связь отключается: http://t.c…"
-1	"RT @GazetaRu_Biz: ""МТС-Украина"" прекращает работу в Крыму #бизнес http://t.co/8x6UYvJV2Z"
1	У меня МТС Украина работает и все хорошо.  / Что за паника и ажиатаж с Российскими картами?!
1	МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов
1	#бизнес МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 ...  #ЧитайМеняАяТебя
1	МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 августа. /ПРАЙМ/. МТС реорганизует розни...
1	#бизнес МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 августа. /ПРАЙМ/. МТС реорганизу...
0	МегаФона юбилей #оренбург http://t.co/jP9tztnddi
-1	@ru_mts боюсь что специалисты МТС Банка меня не смогут прокансультировать через Твиттер. 
-1	В Крыму перестала работать связь «МТС-Украина»  http://t.co/Pby1IAsTRU
-1	@boxingdo В Крыму перестала работать связь «МТС-Украина»
-1	#followback В Крыму перестала работать связь «МТС-Украина»: В Крыму в ночь на 5 августа перестала работать связь мобиль...  #rufollowback
-1	В Крыму перестала работать связь «МТС-Украина»  http://t.co/1NiaN9gHvx
-1	#seo В Крыму перестала работать связь «МТС-Украина»  #взаимныйФолловинг
-1	Связь МТС-Украина в Крыму отключат в течение 48 часов, - Полонский http://t.co/WNyoA0ENzc
-1	МТС-Украина прекратит свою работу в Крыму в течение 48 часов http://t.co/JrPsEMzbOw #runews #fact #russia #ukraine
-1	#RuFollowMe У моего провайдера после перехода под МТС выпилили файл-сервер и локальный торрент.
-1	RT @fuckysebastopol: Внеплановая поломка МТС в Симферополе вызвала спланированную панику и ажиотаж
-1	Не МТС, а МТС-Украина. И не отключился, а отключают. @fontanka_spb
0	МТС Россия в Крыму
-1	RT @Prizrak_opery: Оператор #МТС открыто поддерживает #терроризм. И до сих пор работает в Украине. Нет проблем? http://t.co/Vc5qNLctRn
1	На Камчатке &amp;#171;Билайн&amp;#187; подарит природе час без света
-1	"RT @MininformRK: #Новости #Полонский
В ТЕЧЕНИЕ 48 ЧАСОВ ПОСЛЕ ОТКЛЮЧЕНИИЯ СИМФЕРОПОЛЯ МТС-УКРАИНА ОТКЛЮЧИТ ОТ СЕТИ ВЕСЬ КРЫМ –... http://t.…"
-1	RT @phantomhit: Через МТС террористы осуществляют радиоразведку прямо на фронте http://t.co/MA3N4QYGFl
-1	RT @OKozyrov: в #Крыму таки сегодня как и ожидалось отключили работу украинского МТС. Номера украинской нумерации МТС недоступны.
-1	В Симферополе УкроМТС не работает
1	Потому что мтс добровольно никого не отключал. Все эти новости опровергали.
1	МТС должна вернуться в Узбекистан к декабрю http://t.co/BYJg3Ovgwa
0	@Stinger_tanz Николай,чтобы проверить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и ссылку на твит нам на pomogite@beeline.ru.Спасибо
-1	В Симферополе абоненты МТС-Украина остались без связи: Как сообщается, на остальной территории Крыма сеть... http://t.co/aLUg5Yt7Bz #vk
1	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/4HxqstHqVW"
0	«МегаФон» откроет выставку travel-фотографий «Весь мир»
-1	"В Симферополе все же ""отрубили"" украинский МТС"
-1	«МТС-Украина» уйдет из Крыма в ближайшие 48 часов, — министр информации #новости #крым http://t.co/di6zxBs4nt
-1	Украинский МТС уйдет из Крыма за 2 дня / http://t.co/DaOJkNWaJE.. http://t.co/3Zphg5SNv3
-1	RT @NPoklonskaya: В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым #Полонский #крыминформ
-1	RT @Blinky0000: МТС,вернииииись( блин так не вовремя отключили!!!!
1	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/4ThRJF0Upi"
1	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/bJDpi7c258"
-1	В Симферополе отключили мобильный оператор «МТС»
-1	"Позитив в кабинете: ""- судя по комментам из сети похоже отключили только МТС в Симфе. - суки! если насрать, так в центре полуострова. На!"""
-1	@Beeline_RUS получится протестировать только вечером. Но создается впечатление, что мне активно пытаются намекнуть сменить оборудование?
-1	С утра вторника абоненты МТС-Украина в Крыму остались без связи. Без объяснения причин оператор мобильной связи отключил свою сеть ...
-1	В Симферополе отключили мобильный оператор «МТС» #новости #крым http://t.co/I49HUzu8sE
1	Сравнил тарифы на инет в кз и кг. В кг мегалайн хочет 4400сом за 10мбит. В кз билайн за 3300тенге ( 1000сом) дает 20мбит. #этограбеж
0	RT @NPoklonskaya: К-Телеком с 2007 г., представляет бренд МТС.
-1	В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым – Полонский /  / Опера.. http://t.co/5ILhrnc15b
-1	В Крыму перестала работать мобильная связь МТС-Украина:   На территории оккупированного крымского полуострова,... http://t.co/K30x6Ua7bJ
0	Компания «МегаФон» совместно с MediaTek и Alcatel Onetouch представила смартфон POP S7, поддерживающий сети LTE. Устройство стало первым 4G
1	МТС снова в Узбекистане
0	«МегаФон» и Alcatel Onetouch представляют новый смартфон POP S7
-1	Нет сети: У крымчан не работает МТС-Украина
-1	В Крыму прекратил работу оператор «МТС-Украина»
-1	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи #программы #инет
1	"@lizinastusha когда в тот раз мы разговаривали про 3G, мне потом мтс ответил в твиттере, типа ""если есть жалобы - обращайтесь"" "
1	«Билайн» запустил LTE в Тамбове и Мичуринске http://t.co/HOvFbdw1cj
0	@argo_78 рекомендуем найти вручную сеть  WIN mobile. ^СН #МТС
-1	@megafonru @MegaFon_SZ_Help Помимо радара, у вас целый набор 3,14-дорских услуг, которые якобы подключаются автоматически.
-1	RT @shatcu: @megafonru @MegaFon_SZ_Help Помимо радара, у вас целый набор 3,14-дорских услуг, которые якобы подключаются автоматически.
-1	В Симферополе прекращена работа украинского мобильного оператора МТС http://t.co/mZYJPtrR5v
0	Выиграйте «Мерседес-Бенц» с картой Visa  от МТС Банка! http://t.co/TTXFEpaEHR
0	RT @sioburn: Министр связи Крыма уже и виноватых назвал. Угадаете, не кликая по ссылке? http://t.co/JkSqxt0d4a #крым #мтсукраина #полуроссия
0	@krymrealii Это крымская власть использовала инфраструктуру #МТС для своего оператора Win
-1	Оператор сотовой связи Азербайджана устраняет дефицит карт оплаты #Apple #Мегафон
1	Сегодня #вказани официально запустили сеть #4G #билайн и по этому поводу мы встретились с журналистами http://t.co/lWg2WboEaS
-1	«МТС-Украина» отключили в Крыму
-1	«МТС-Украина» отключили в Крыму // SIM-карты российских операторов в Симферополе продаются с рук http://t.co/Zm2CIi52pE #бизнес
-1	«МТС-Украина» отключили в Крыму // SIM-карты российских операторов в Симферополе продаются с рук
1	МТС должна вернуться в Узбекистан к декабрю http://t.co/TLZ1mfBwWn http://t.co/xVopv3PLGQ
-1	Сегодня в Симферополе была отключена сеть мобильного оператора «МТС-Украина». Об отключении сообщают жители Симферополя. В течении
1	"RT @Castiel_WW: Все:
- Ваай,у меня др,уруру,подарочки,празднование, поздравляшки:3
Я:
- Спасибо МТС, Эльдорадо и ЯндексПочте за поздравлени…"
1	МТС вернется на рынок мобильных услуг Узбекистана
-1	«МТС-Украина» полностью уйдет из Крыма в течение двух суток
-1	"«МТС-Украина» полностью уйдет из Крыма в течение двух суток: Оператор украинской мобильной связи ""МТС-Украина""... http://t.co/On0SubgOqY"
-1	#крым В МТС-Украина объяснили причину проблем со связью в Крыму: На официальном сайте компании МТС-Укр... http://t.co/ODvh6jXimE #crimea
0	RT @b___d: #МТС #Украина #Крым #Симферополь - сайт МТС Украина http://t.co/pI0qXvPbv0
1	"""Билайн"" запустил сеть 4G в Тамбове и Мичуринске.""Билайн"" объявил о запуске в коммерческую эксплуатацию сети 4G в Тамбовской области. Новая"
-1	"""МТС-Украина"" полностью уйдет из Крыма в течение двух суток"
-1	В МТС-Украина объяснили причину проблем со связью в Крыму http://t.co/stdJpEFmM2
1	"""Билайн"" объявил о запуске в коммерческую эксплуатацию сети 4G в Тамбовской области. Новая технология уже доступна 80% жителей Тамбов..."
-1	"RT @interfaxua: ""МТС-Украина"" объясняет отключение абонентов в Симферополе техническими проблемами и предпринимает меры по восстановлению с…"
-1	МТС сообщил об утере контроля над своими станциями в Крыму
-1	"В Крыму прекращено обслуживание клиентов «МТС-Украина» 
 http://t.co/9gEuVvdb40"
-1	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи http://t.co/T1GmhmPwja
-1	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи
-1	В Симферополе не работает МТС, в компании говорят о технических проблемах
-1	МТС сообщил об утере контроля над своими станциями в Крыму: Мобильный оператор МТС-Украина сообщил о техническ... http://t.co/9AYxFV4NxC
1	МТС реорганизует розничную сеть. Через полтора года каждый 10-й ее салон будет обслуживать в первую очередь действующих абонентов, а продаж
-1	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/sWJBzxfiAf
-1	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/PNd8vVZCNu
-1	МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/v4ZwKyEp1I #новости #news
-1	В Крыму в течение ближайших двух суток ожидается прекращение работы оператора мобильной связи «МТС».
-1	"""В настоящее время в Крыму отсутствует мобильная связь МТС"" http://t.co/AjB7BTXvqG"
-1	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/BM7U0x6Nz7
-1	с сайта мтс пытаюсь отправить смс.и знаете что ?это совсем не получается
-1	@Beeline_RUS подал через лк заявку на смену тарифа, конечно ничего не сменилось, прошло часа два. 9643647836, надо тариф все по 150
-1	RT @icrimea: МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/nElCznOpSz
-1	"В Крыму заявили, что ""МТС-Украина"" полностью уйдет с полуострова за двое суток #новости"
-1	"RT @vesticrimea: #Crimea ""МТС Украина"" пытается восстановить связь в Симферополе: Оператор выясняет причины отсутствия... http://t.co/m1HGg…"
-1	МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/JmZHcaZ5LW http://t.co/drxNuqnXr5
-1	МТС сообщил об утере контроля над своими станциями в Крыму: Есть ряд технических проблем, которые нужно исправ... http://t.co/XhJadoww3R
-1	В настоящее время в Крыму отсутствует мобильная связь МТС: Компания МТС заявила о том, что они пока не имеют т... http://t.co/MsRmIvvEH8
0	http://t.co/A9h311ENDp Новые окна подарили благотворители «Ростелекома» Красногородской школе-интернату
1	"Наша СИМ-карта оператора ""МТС-Украина"", не смотря на предупреждения об отключении, работает. А вот в Симферополе, говорят, уже нет связи."
-1	МТС сообщил об утере контроля над своими станциями в Крыму Мобильный оператор МТС-Украина сообщил о технических проблемах в Крыму,
-1	RT @falconua: #КрасныйЛуч лежат почти все провайдеры, в т.ч. Укртелеком. Платёжные терминалы не работают. МТС не ловит, лайф - кое-как можн…
1	RT @eldarmurtazin: Сочувствую МТС Украина. Невозможно работать когда люди с автоматами пытаются вырубить оборудование и нервничают. Причем …
-1	RT @eldarmurtazin: МТС Украина в течение 2х дней выключит связь в Крыму. Киевстар пока держится, но давление огромное. Life молодцы отбиваю…
0	@Citizen_UKR @AlexGrishuk Байка МТС. Пора национализировать!
-1	Так у Джеосела и у Магти. Как дело обстоит у Билайна, не в курсе, но у них в Грузии 3G нет вообще, максимум - EDGE, а это несерьёзно.
-1	В Симферополе пропала мобильная связь МТС
1	МТС вернется на рынок мобильных услуг Узбекистана Напомним, что в связи с лишением лицензии в 2012 году, дочернему предприятию ОАО
-1	В Крыму перестал обслуживать абонентов сотовый оператор &amp;quot;МТС-Украина&amp;quot;. При попытке набрать номер симферопольские клиенты &amp;quot;МТ
-1	Кого тут еще мтс обдирает? Погнали в салон и культурно пизды им дадим
-1	@Rostelecom_Ural @SupportRT мошенники с ваших номеров http://t.co/toT7TEmZjv
-1	У нас в городе отключили связь, мтс- Украины у нас больше нет
0	«МТС-Украина» принимает меры по восстановлению связи в Симферополе
0	«МТС-Украина» принимает меры по восстановлению связи в Симферополе http://t.co/E7eyUCtcQC
0	МТС, Киевстар и Life не планируют отключать крымчан
1	"""Билайн"" запустил сеть 4G в Тамбове и Мичуринске"
-1	RT @adagamov: «МТС-Украина» сегодня ночью прекратил обслуживание абонентов в Крыму. Это 57% из 3 млн номеров на полуострове.
0	«МТС-Украина» принимает меры по восстановлению связи в Симферополе  http://t.co/rxudDwnOyV
0	#RT «МТС-Украина» принимает меры по восстановлению связи в Симферополе http://t.co/lITxd8YBho #FollowBack #Взаимно
0	#runews «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #новости
0	#RT «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #followback
0	100% #FollowBack «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #RT
0	#seo #fyseo_ru «МТС-Украина» принимает меры по восстановлению связи в Симферополе: В компании добавили,...  #новости #Яндекс
0	«МТС-Украина» принимает меры по восстановлению связи в Симферополе  #hitech #компьютер
0	#iPhone #android «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #iPad #Samsung
-1	Ну пиздец в Севасе связи нет, МТС отключают, теперь если и звонить то минута 10 рублей
-1	RT @KRYMSOS: В связи с тем, что в Симферополе отключили связь у абонентов «МТС-Украина», сегодня с самого утра  в салонах... http://t.co/wD…
-1	МТС объяснила проблемы со связью в Крыму потерей контроля над ключевым объектом связи http://t.co/fjIQFsaAKI via @1prime_ru
-1	RT @StopRussia2014: #КрасныйЛуч лежат почти все провайдеры, в т.ч. Укртелеком. Платёжные терминалы не работают. МТС не ловит, http://t.co/m…
-1	"RT @itass: ""МТС Украина"" отключает Крым http://t.co/OSW0ocL8fB"
-1	# Проблемы со связью «МТС-Украина» начались и в Севастополе
-1	"Проблемы со связью «МТС-Украина» начались и в Севастополе: В Севастополе с 12:00 начались проблемы со связью у абонентов ""МТС-Украина..."
-1	Проблемы со связью «МТС-Украина» начались и в Севастополе: В Севастополе с 12:00 начались проблемы со связью у... http://t.co/bk4DYWBBxh
-1	#RT Проблемы со связью «МТС-Украина» начались и в Севастополе http://t.co/aRSTRNFJ8F #ЧитаюВзаимно
0	RT @HromadskeRadio: МТС Украина сообщает, что связь в Симферополе скоро восстановят. http://t.co/oGgxKZDlIJ
-1	"Проблемы со связью ""МТС-Украина"" начались и в Севастополе"
-1	Напомним, что в связи с лишением лицензии в 2012 году, дочернему предприятию ОАО &amp;quot;МТС&amp;quot; &amp;quot;Уздунробите&amp;quot; пришлось покинуть
-1	RT @LeskaFedosyuk: В Крыму прекратил работу оператор «МТС-Украина»
-1	"@kemadrei84 #""МТС Украина"": связи у абонентов Крыма нет по техпричинам #Триножоры"
-1	МТС подтвердил отключение сети в Крыму
-1	Мобильный оператор МТС-Украина сообщил о технических проблемах в Крыму, из-за чего сегодня в Симферополе пропала связь. &amp;quot;В настоящее в
0	http://t.co/EtnDFQmhpw Роутер wifi билайн http://t.co/W67iVFq6fD
-1	Новости / МТС-Украина отключил сеть в Симферополе, на очереди весь Крым http://t.co/dQ9B6JazZU #FollowMe
-1	МТС-Украина под покровом ночи отключила мобильную связь в Симферополе
-1	Мобильный оператор «МТС» прекратит работу в Крыму за 48 часов
-1	#компьютеры Мобильный оператор «МТС» прекратит работу в Крыму за 48 часов #читаю #ru_ff
-1	Мобильный оператор «МТС» прекратит работу в Крыму за 48 часов: Как сообщало агентство е-Крым, сегодня с... http://t.co/ARcOxbXcLm #статьи
0	«МегаФон» и Alcatel Onetouch представляют новый смартфон POP S7 НТА-Приволжье - Компания &amp;quot;МегаФон&amp;quot; совместно с MediaTek
0	"""за услугу «Будь в курсе+» ежедневная плата составит 50 копеек"". ""услуга «Будь в курсе» будет переименована в «Будь в курсе+»."" #билайн"
-1	@_Frenkis_ Я тоже не хочу на МТС оставаться, ибо там частенько в неизвестном направлении пропадают деньги со счёта.
0	«МТС-Украина» принимает меры по восстановлению связи в Симферополе: В компании добавили, что в настоящий момен... http://t.co/RNdR6Vje1A
-1	Оператор сотовой связи МТС-Украина отключил свою сеть в Симферополе и в течение 48 часов прекратит работу в остальных регионах Крыма.
0	Билайн, LTE, Казань: http://t.co/yceeclnuIT
